CODIGO;DESCRICAO;  CUSTO   
302260; VERMELHO LAM FAMIL(P485) ; 31,89 
302261; AMARELO MONO LAM 3945-C ; 22,77 
302262; VERMELHO EXTERNO VÓ NEUZA(P1807) ; 30,40 
302263; AZUL LAM KIARROZ (P541)-C ; 34,43 
302264; VERMELHO EXTERNO SHAWARMA(P485) ; 34,85 
302265; ROSA GAMA EXPANDIDA ; 96,69 
302266; OURO LAM FEIJÃO NUTRIROSA-C ; 36,70 
302267; AZUL MONO LAM 7691-C ; 19,92 
302268; VERDE MONO LAM 3292-C  26/30 ; 24,96 
302269; OCRE MONO LAM 453-C ; 16,20 
302270; AMARELO LAM DOG (P130)      1/34 ; 25,55 
302271; VERDE RESISTÊNCIA QUÍMICA 383-C ; 29,54 
302272; VERDE MONO RES QUIMICA 7739-C ; 29,26 
302273; VERDE RESISTÊNCIA QUÍMICA 3435-C ; 32,05 
302274; VERDE MONO LAM 2226-C ; 23,04 
302275; MARROM MONO LAM 729-C ; 24,78 
302276; VERDE MONO LAM 583-C  126 ; 26,45 
302277; VERDE LAM RESISTÊNCIA QUÍMICA 7737-C ; 31,30 
302278; AZUL RESISTÊNCIA QUÍMICA 2985-C ; 18,15 
302279; AZUL RESISTÊNCIA QUÍMICA 7703-C ; 19,59 
302280; AMARELO LAM BOMGUY(P135) ; 23,94 
302281; OCRE LAM BOMGUY(P7752) ; 26,12 
302282; OCRE LAM BOMGUY(P453) ; 19,81 
302283; VERDE MONO LAM 390-C  10/37 ; 28,30 
302284; VERDE MONO LAM 3308-C 13/6 ; 27,05 
302285; VERDE MONO LAM 5473-C ; 21,03 
302286; AMARELO LAM 0131-C ; 20,50 
302287; VIOLETA MONO LAM 7441-C ; 22,79 
302289; OCRE MONO LAM 454-C ; 19,33 
302290; VERDE RESISTÊNCIA QUÍMICA 390-C ; 31,31 
302291; VERDE RESISTÊNCIA QUÍMICA 3308-C ; 29,09 
302292; ROSA EXTERNO BIOLAT(P219) ; 30,81 
302293; VERDE LAM 2236-C  28/39 ; 20,29 
302294; LACA METALIZAÇÃO ; 20,02 
302295; AMARELO RESISTÊNCIA QUÍMICA 114-C ; 23,36 
302296; VERMELHO RESISTÊNCIA QUÍMICA 7597-C ; 33,27 
302297; VERDE RESISTÊNCIA QUÍMICA 357-C ; 28,23 
302298; ROSA RESISTÊNCIA QUÍMICA 205-C ; 24,71 
302299; VERNIZ GECKO 2K BRILHO OVERPRINT FLEXO HUBER ; 50,57 
302300; CINZA MONO EXTERNO COOL GRAY 8-C ; 19,38 
302301; VERDE RESISTÊNCIA QUÍMICA 575-C ; 25,35 
302302; LARANJA RES QUIMICA 139-C ; 31,41 
302303; VERDE MONO LAM 7734-C 182 ; 25,25 
302304; CINZA MONO LAM 433-C  27/27 ;
302305; BRANCO MONO LAM 2% ; 20,60 
302306; CINZA MONO EXTERNO 7545-C ; 17,44 
302307; VERMELHO LAM RESISTÊNCIA MIGRAÇÃO 485-C ; 86,06 
302308; AZUL MONO LAM 5463-C   046 ; 26,25 
302309; MARROM MONO LAM 4725-C ; 16,93 
302310; LARANJA LAM BIFINHO (P021) ; 24,37 
302311; OCRE MONO LAM 476-C ; 20,00 
302312; VIOLETA MONO LAM 776-C ; 42,29 
302313; AMARELO EXTERNO INCOBIO (P123) ; 22,64 
302314; VERNIZ EFEITO MATE S/ CATALISE ; 3,30 
302315; VERNIZ EFEITO MATE CATALIZADO ; 15,44 
302316; PRIMER PARA METALIZAÇÃO ; 28,08 
302317; VERNIZ MATE PÃO ARTESANO (FOSCO GECKO 2KGP) ; 46,15 
302318; AZUL LAM TIO MANOEL (P282) ; 23,42 
302319; AZUL LAM TRES MARIAS (2945) ; 25,92 
302320; AZUL LAM IMPACTO (P293) ; 27,81 
302321; AZUL LAM BRAIN (P314) ; 21,02 
302322; AZUL MONO LAM 543-C ; 17,53 
302323; AZUL MONO LAM 659-C  16/39 ; 19,33 
302324; AZUL LAM SARANDI(P280) ; 33,12 
302325; VERNIZ CATALISADO EFEITO MATE ; 15,44 
302326; OCRE MONO LAM 468-C ; 19,27 
302327; MARROM MONO LAM 482-C ; 20,56 
302328; VERDE MONO LAM 323-C ; 21,67 
302329; AZUL LAM FEIJÃO TROPEIRO(P298) ; 18,80 
302330; AMARELO EXTERNO SARANDI (P2145) ; 20,78 
302331; LARANJA LAM 1635-C  117 ; 17,08 
302332; VERDE LAM JIMO (P367) ; 21,54 
302333; VERDE LAM JIMO (P7738) ; 23,54 
302334; LARANJA EXTERNO ARTESANO (P1595) ; 24,64 
302335; MARROM EXTERNO ARTESANO (P1595) ; 24,88 
302336; VERNIZ MATE PLUS VITTA-C (FOSCO GECKO 2KGP) ; 45,69 
302337; AZUL LAM PIG.BRANCO 300-C  20/02 ; 26,15 
302338; AZUL LAM NUCLEUS (P295) ; 27,23 
302339; VERMELHO LAM NUCLEUS(P187)  61 ; 27,93 
302340; VERMELHO MONO LAM 1935-C 5/6 ; 25,62 
302341; LARANJA MONO LAM 148-C  6/39 ; 19,52 
302342; LILAS MONO LAM 258-C  9/24 ; 21,00 
302343; CINZA LAM TROPEIRO (P427) ; 23,99 
302344; LARANJA MONO LAM 714-C  5/36 ; 20,68 
302345; VERDE MONO LAM 7481-C  82 ; 26,74 
302346; VERMELHO LAM SNOW DOG (P485) ; 29,52 
302347; AZUL LAM SNOW DOG (REFLEX BLUE) ; 32,95 
302348; AMARELO MONO LAM 7550-C ; 23,30 
302349; VERNIZ SOBRE IMP BICOMP 384-VZ038/DX TESTE 02 ; 7,74 
302350; VERNIZ SOBRE IMP BICOMP 384-VZ039/DX¿ TESTE 01 ; 7,74 
302351; ROSA MONO LAM 1905-C  15/20 ; 28,29 
302352; ROSA MONO LAM 2067-C ; 36,79 
302353; LILAS MONO LAM 7663-C ; 23,06 
302354; AMARELO LAM NAMORADO (P116) ; 25,59 
302355; AMARELO LAM VALORE (P116) ; 24,55 
302356; AMARELO LAM VALORE (P135) ; 22,02 
302357; AZUL LAM TRAÇO TIA ZELDA (AM) ; 32,02 
302358; AZUL LAM VALORE (P2747) ; 37,63 
302359; OURO LAM SÃO JOAQUIM -C   150 ; 36,67 
302360; LARANJA LAM KIFERA(P151) ; 28,49 
302361; OCRE LAM KIFERA (P465) ; 22,05 
302362; VERMELHO EXTERNO PLUS VITTA (P1795) ; 29,06 
302363; VERMELHO LAM FARINHA (P7621) ; 26,64 
302364; AZUL LAM SUPERDOG(P2756) ; 38,92 
302365; AZUL LAM SUPERDOG(287) ; 35,31 
302366; AMARELO EXTERNO BRASILIANO(P109) ; 26,57 
302367; VERDE EXTERNO BRASILIANO(P355) ; 25,99 
302368; AZUL EXTERNO BRASILIANO(P280) ; 37,84 
302369; VERDE LAM NUTRIMENTAL (P348) ; 26,25 
302370; VERMELHO LAM DALON (P187) ; 30,56 
302371; AZUL LAM DALON(CYAN) ; 26,28 
302372; AZUL LAM DALON (P2955) CROMIA ; 27,68 
302373; LILAS LAM MIRAGUAI(P7441)  299 ; 26,98 
302374; AZUL LAM FEIJÃO PRADINHO (P072) ; 34,23 
302375; CINZA MONO LAM BLACK 4-C ; 27,90 
302376; LARANJA LAM RINTHY (P1365)   ; 24,54 
302377; MARROM EXTERNO 7595-C ; 28,41 
302378; AMARELO LAM TUTANO(P1235) ; 26,75 
302379; VERMELHO LAM NAMORADO (P186) ; 27,93 
302380; AZUL LAM BOM JESUS(P072)  20/08 ; 37,54 
302381; OURO LAM BOM JESUS(P874)  138 ; 29,88 
302382; LILAS MONO LAM 7680-C ; 25,97 
302383; OCRE MONO LAM 7755-C ; 24,87 
302384; LARANJA MONO LAM 2013-C 13/42 ; 27,28 
302385; VERDE RESISTÊNCIA QUÍMICA 350-C ; 31,99 
302386; AZUL RESISTÊNCIA MIGRAÇÃO VIGOR(P295) ; 27,59 
302387; AMARELO EXTERNO 1345-C ; 19,75 
302388; AMARELO MONO EXTERNO 7548-C ; 25,54 
302389; VERDE MONO EXTERNO 7726-C ; 25,83 
302390; CINZA MONO EXTERNO 404-C ; 18,90 
302391; AZUL MONO EXTERNO PROCESS BLUE ; 25,30 
302392; VINHO MONO EXTERNO 216-C ; 24,27 
302393; ROSA MONO LAM 709-C ; 23,24 
302394; AMARELO EXTERNO NATURE (P123) ; 28,05 
302395; VERMELHO LAM CRIADOR (P200)  7/38 ; 29,68 
302396; OURO LAM PET CRIADOR (AM)  13/31 ; 25,73 
302397; AMARELO RESISTÊNCIA QUÍMICA 7403-C ; 29,44 
302398; LILAS RESISTÊNCIA QUÍMICA 2627-C ; 52,50 
302399; AZUL MONO LAM 7706-C ; 27,28 
302400; CINZA LAM COOL GRAY 4-C   ; 20,51 
302401; AZUL MONO LAM 2372-C  168 ; 47,68 
302402; CINZA MONO LAM 423-C   ; 24,23 
302403; VERMELHO LAM BEM CASEIRO (P185) 12/42 ; 28,84 
302404; LARANJA LAM BEM CASEIRO (P151) 10/33 ; 29,50 
302405; AZUL LAM BEM CASEIRO (P282)  12/41 ; 32,58 
302406; VERMELHO LAM ELITE (P200) 10/4 ; 27,48 
302407; VERMELHO LAM 185-C BIJU  3/39 ; 25,44 
302408; VERMELHO RESISTÊNCIA QUÍMICA 7622-C ; 29,67 
302409; ROSA MONO EXTERNO 698-C ; 21,45 
302410; AMARELO EXTERNO 7401-C ; 20,34 
302411; ROSA MONO EXTERNO 176-C ; 35,45 
302412; LARANJA LAM CAMIL (P151) ; 28,52 
302413; AZUL LAM CROMIA CAMIL (P2372) ; 29,49 
302414; AMARELO LAM CAMIL (P0131) ; 28,28 
302415; LARANJA LAM IPIRANGA (P1505) ; 31,31 
302416; VINHO MONO LAM 497-C   ; 24,92 
302417; AZUL MONO LAM 7461-C   ; 22,41 
302418; VERDE MONO LAM 391-C  12/36 ; 26,94 
302419; OCRE LAM MINGOTE (P117)  12/40 ; 26,15 
302420; AMARELO EXTERNO LANGUIRU (P1375) ; 26,81 
302421; LILAS LAM PE TRANSP.2607-C  11/33 ; 40,90 
302422; MARROM LAM MINGOTE (P483)  174 ; 26,12 
302423; LARANJA LAM SPLENDID (P151) ; 25,77 
302424; AMARELO LAM BOPP MATTE 141-C  4/2 ; 25,05 
302425; AZUL MONO LAM 2145-C  9/8 ; 39,63 
302426; AZUL LAM PROCESS BLUE-C  230 ; 27,37 
302427; AZUL MONO LAM 2145-C ; 22,34 
302428; LILAS MONO EXTERNO 7678-C ; 21,13 
302429; VERDE MONO EXTERNO 7730-C ; 21,96 
302430; VERMELHO LAM URBANO(1805)  12/3 ; 30,87 
302431; VERMELHO LAM MILKTEGE(P1807) ; 29,77 
302432; VERMELHO LAM MILKTEGE(P179) ; 23,89 
302433; AZUL LAM RASIP(P286) ; 28,64 
302434; 294-VZ039/DX - VERNIZ MATE L.U. IMP INT/EXT ; 16,66 
302435; AZUL LAM URBANO (P2756)   ; 29,95 
302436; VERDE LAM 388-C (SAPECA)  15/31 ; 23,89 
302437; VERDE LAM 375-C (SAPECA)  15/32 ; 25,49 
302438; VERDE LAM 361-C (SAPECA) 15/33 ; 24,58 
302439; AMARELO EXTERNO 3955-C ; 24,92 
302440; PANTONE MONO LAM PURPLE-C  1/24 ; 99,38 
302441; VERDE RESISTÊNCIA QUÍMICA 7734-C ; 29,80 
302442; LARANJA RESISTÊNCIA QUÍMICA 158-C ; 43,71 
302443; VIOLETA RESISTÊNCIA QUÍMICA 7659-C ; 27,82 
302444; LILAS RESISTÊNCIA QUÍMICA 266-C ; 51,26 
302445; VERDE LAM IBERIA (P356) ; 25,96 
302446; AZUL LAM VACARIA (P286)  165 ; 27,62 
302447; AZUL LAM NAMORADO (P2935) 169 ; 27,68 
302448; OURO LAM KIPANELA (P872) ; 28,43 
302449; VERDE MONO EXTERNO 5473-C ; 21,35 
302450; VERDE MONO EXTERNO 2266-C ; 25,73 
302451; VERDE MONO EXTERNO 7743-C ; 24,71 
302452; VERDE RESISTÊNCIA QUÍMICA 574-C ; 34,29 
302453; VERMELHO RESISTÊNCIA QUÍMICA 1795-C ; 34,61 
302454; VERDE RESISTÊNCIA QUÍMICA 576-C ; 35,83 
302455; VERDE RESISTÊNCIA QUÍMICA 5595-C ; 21,88 
302456; MARROM LAM 450-C ; 24,89 
302457; AZUL MONO LAM 642-C ;
302458; AZUL MONO LAM 7667-C ; 23,41 
302459; VERDE MONO EXTERNO 576-C ; 24,82 
302460; LARANJA MONO EXTERNO 7577-C ; 25,68 
302461; LILAS MONO EXTERNO 7672-C ; 27,07 
302462; LILAS MONO EXTERNO 7676-C ; 34,54 
302463; VERDE MONO EXTERNO 2257-C ; 24,47 
302464; VERDE MONO EXTERNO 2235-C ; 20,10 
302465; AZUL RESISTÊNCIA QUÍMICA REFLEX BLUE-C ; 50,01 
302466; VERDE RESISTÊNCIA QUÍMICA 361-C ; 30,74 
302467; AMARELO RESISTÊNCIA QUÍMICA 7499-C ; 22,62 
302468; AMARELO RESISTÊNCIA QUÍMICA 584-C ; 33,33 
302469; VERDE RESISTÊNCIA QUÍMICA 7486-C ; 22,77 
302470; VERMELHO LAM FINO GOSTO (P185)  16/21 ; 29,84 
302471; ROSA MONO LAM 503-C ; 17,42 
302472; VERDE MONO LAM 325-C ; 17,88 
302473; LARANJA MONO LAM 7576-C 090 ; 22,09 
302474; OURO LAM FLOR DE LIS (AM) ; 26,78 
302475; VERMELHO LAM CORADINI (P186) 2 BOMBAS 14/36 ; 27,52 
302476; OURO LAM FINO GOSTO (P871)  17/40 ; 27,23 
302477; VERDE LAM NUTRIBOM (AM) ; 25,18 
302478; CYAN RESISTÊNCIA QUÍMICA CAMPO BELO (AM) ; 33,06 
302479; AZUL LAM PEIXE(P2747)  35 ; 41,52 
302480; VERDE LAM PEIXE (P375) 113 ; 24,60 
302481; VERDE LAM PEIXE (P3265)  ; 22,79 
302482; VERDE LAM PURO GRÃO (P368) ; 25,43 
302483; LARANJA LAM TIA DORA(P1585) ; 26,76 
302484; LARANJA LAM TIA DORA (P172)  9/4 ; 29,19 
302485; VERMELHO LAM TIA DORA (P1795) CHAPADO ; 27,33 
302486; VERDE LAM TIA DORA (P3165) ; 24,87 
302487; VERMELHO LAM BOM PRINCIPIO(AM) ; 22,47 
302488; VERMELHO LAM REKE MINAS(P179) ; 28,85 
302489; VERDE LAM REKE MINAS (P7738) ; 25,09 
302490; AZUL LAM REKEMINAS(2746) ; 34,75 
302491; OCRE LAM NO PONTO(P1255) ; 26,34 
302492; VERDE LAM FINO GOSTO(P357) ;
302493; ROSA MONO LAM 239-C  3/36 ; 58,28 
302494; AMARELO LAM ING/ESP TIO JOÃO-C ; 26,75 
302495; SALMON LAM ING/ESP T.JOÃO-C ; 24,13 
302496; VERDE MONO EXTERNO 7734-C ; 25,25 
302497; LARANJA LAM PE TRANSP.166-C  7/28 ; 27,93 
302498; VERMELHO LAM BLUE VALLE(AM) ; 26,82 
302499; VERMELHO LAM SOCIL (P485) ; 28,01 
302500; VERMELHO LAM BUTUÍ (P485) ; 26,76 
302501; AMARELO LAM MEU BIJU (P116) 19/01 ; 27,35 
302502; VERMELHO LAM FEIJÃO BIJU (P187)  12/33 ; 26,06 
302503; LARANJA LAM PARBO MEU BIJU (AM)  25/02 ; 27,64 
302504; AZUL LAM JOSAPAR (BIJU) 12/33 ; 24,17 
302505; SALMON TIO JOÃO INTEGRAL (P162) ; 21,00 
302506; VERDE LAM TRAÇO KIARROZ (P355) ; 28,82 
302507; AMARELO MONO EXTERNO 0131-C ; 19,73 
302508; AZUL LAM BELLS (P286) ; 38,11 
302509; VERMELHO LAM DALON (P199) ; 26,60 
302510; LARANJA LAM IBÉRIA (P021) ; 30,12 
302511; AZUL LAM PARBO NAMORADO (P286) ; 36,87 
302512; VERDE LAM DE HEUS(AM)  10/26 ; 23,99 
302513; AZUL LAM DE HEUS (AM)  3/25 ; 31,61 
302514; MARROM MONO EXTERNO 7589-C ;
302515; VERMELHO LAM ZILMAR (P186) ; 27,82 
302516; AZUL LAM ZILMAR (P2736) ; 36,87 
302517; AZUL EXTERNO FLUFI NUT (P286) ; 32,08 
302518; OCRE MONO LAM 619-C  125 ; 21,65 
302519; AMARELO LAM AGRO REAL(P135) ; 23,70 
302520; LARANJA LAM PET MEU BIJU-C ; 29,02 
302521; AZUL LAM ONDÃO (P286) ; 29,16 
302522; AZUL LAM AMAMENTA (P7699) ; 22,82 
302523; AZUL LAM AMAMENTA(P540) ; 28,44 
302524; VERDE LAM AMAMENTA (P368) ; 25,37 
302525; AMARELO 1235-C RESISTENCIA A LUZ ; 31,47 
302526; VERMELHO 485-C RESISTENCIA A LUZ ; 37,51 
302527; AZUL MONO LAM 7692-C ; 23,71 
302528; AZUL LAM JACKPET(P285) 10/41 ; 40,49 
302529; LARANJA LAM KOMANDER (P143) ; 24,59 
302530; VERDE EXTERNO NUTRIZON(P368) ; 27,01 
302531; VERMELHO LAM DOCEOLI(P186) ; 28,27 
302532; LARANJA LAM QUIMTIA (P1495)  9/37 ; 30,12 
302533; AZUL LAM RETÍCULA BENDO(AM) ; 38,81 
302534; CINZA MONO EXTERNO 7532-C ; 22,76 
302535; VERDE MONO EXTERNO 7738-C ; 24,26 
302536; CINZA MONO EXTERNO BLACK 3-C ; 25,88 
302537; AMARELO LAM ANHAMBI (P7548) ; 27,03 
302538; LILAS LAM TRAVESSINHO (P2072) ; 32,63 
302539; LILAS LAM TRAVESSINHO (P2587) ; 26,79 
302540; CINZA LAM TUTANO (COOL GRAY 5) ; 20,75 
302541; VERDE LAM TUTANO (P381) ; 25,66 
302542; AZUL LAM TUTANO (P292)  3/32 ; 26,24 
302543; AZUL EXTERNO BREMIL(P287) ; 35,75 
302544; OURO LAM ARROZ BELEZA(AM) ; 30,01 
302545; AZUL LAM BELEZA(P287)  3/29 ; 29,18 
302546; AZUL LAM RASIP(P654) ; 30,06 
302547; OURO LAM RASIP (P871) ; 31,81 
302548; AMARELO LAM BELLS(P123) ; 27,54 
302549; VERMELHO LAM BELLS(P192) ; 23,77 
302550; VERDE LAM AMAFIL(P355) ; 27,64 
302551; AZUL MONO EXTERNO 5585-C ; 19,17 
302552; AZUL MONO EXTERNO 314-C ; 25,09 
302553; OCRE MONO LAM 7751-C  298 ; 25,45 
302554; CINZA LAM PRESENCE (P427) ; 18,85 
302555; AZUL MONO LAM 2765-C ; 37,70 
302556; CINZA LAM WARM GRAY 9-C  9/36 ; 20,53 
302557; AZUL MONO LAM RARO(AM) ; 19,88 
302558; AMARELO MONO LAM 618-C  16/30 ; 23,68 
302559; VERMELHO LAM AUSTER (P485)  74 ; 29,26 
302560; CINZA MONO EXTERNO 414-C ; 20,99 
302561; ROSA LAM TUTANO (P219) ; 85,35 
302562; VERMELHO TIA DORA (P200) TRAÇO ; 28,20 
302563; AZUL RES.MIGRAÇÃO REQUEIJÃO (P295) ; 31,80 
302564; AZUL LAMINAÇÃO PE 286-C  5/7 ; 36,39 
302565; AZUL EXTERNO 2167-C (CROMIA) ; 23,30 
302566; MARROM MONO EXTERNO 4655-C ; 24,00 
302567; VERDE MONO EXTERNO 2242-C ; 25,44 
302568; VERDE MONO LAM 2422-C  105 ; 25,51 
302569; AZUL MONO EXTERNO 2132-C ; 26,38 
302570; LARANJA LAM PUQUY (P021) ; 31,53 
302571; AZUL LAM PUQUY (REFLEX BLUE) ; 39,93 
302572; AMARELO LAM PUQUY (P137) ; 26,74 
302573; LARANJA LAM SEARA (P165) 20 ; 29,75 
302574; VERMELHO LAM SEARA (P180) ; 23,61 
302575; AZUL LAM SEARA (P541) 110 ; 28,00 
302576; VERDE LAM SEARA (P356) ; 25,79 
302577; VERDE LAM SEARA (P376) ; 25,50 
302578; VERDE LAM SEARA (P349) ; 26,80 
302579; AZUL LAM ALISUL (P295) ; 28,28 
302580; VERDE MONO LAM 7498-C  118 ; 25,27 
302581; VERDE MONO LAM 370-C  232 ; 30,23 
302582; VERMELHO MONO LAM 3546-C 23/5 ; 30,10 
302583; MARROM LAM 2449-C (CROMIA)  12/26 ; 30,20 
302584; ROSA LAM BRAIN (P226)  12/21 ; 38,33 
302585; VERDE LAM PE BRANCO 368-C  13/29 ; 25,59 
302586; AZUL LAM BRAIN (P293) ; 39,89 
302587; VERDE MONO LAM  575-C  24/08 ; 24,13 
302588; AZUL EXTERNO PULLMAN (P286) ; 40,38 
302589; VERMELHO EXTERNO PULLMAN (P185) ; 34,15 
302590; VERDE LAM NAMORADO (P350) ; 25,32 
302591; VERMELHO MONO EXTERNO 191-C ; 23,43 
302592; CINZA MONO LAM 432-C  9/30 ; 22,55 
302593; VERNIZ COF BAIXO PET ; 24,09 
302594; ROSA LAM 218-C (CROMIA) ; 18,03 
302595; AZUL LAM 5275-C (CROMIA)  ; 20,09 
302596; LARANJA LAM ONDÃO(P021) ; 31,31 
302597; LILAS LAM PANUTRI (P2597)   ; 40,10 
302598; VERDE LAM PE TRANSP 3435-C   16/06 ; 25,20 
302599; VERDE LAM RALY (P361) ; 25,21 
302600; VERDE EXTERNO SAL ZIZO (P319) ; 23,88 
302601; VERMELHO RESISTÊNCIA QUÍMICA 1807-C ; 36,25 
302602; VERMELHO EXTERNO SAL CISNE (AM) ; 37,21 
302603; AZUL EXTERNO SAL CISNE (AM) ; 40,89 
302604; AZUL LAM AMACITEL(P280)   ; 37,44 
302605; AZUL MONO LAM 7705-C ; 23,48 
302606; ROSA MONO LAM 212-C ; 41,87 
302607; VINHO MONO LAM 7433-C  ; 20,64 
302608; VERDE LAM CÃO CRIADOR (P355) ; 26,02 
302609; AZUL EXTERNO LACTOBOM (REFLEX) ; 37,57 
302610; AZUL EXTERNO LACTOBOM (P299) ; 25,48 
302611; MARROM MONO LAM 7562-C   ; 20,05 
302612; AZUL MONO LAM 629-C   ; 17,83 
302613; AZUL MONO LAM 630-C ; 17,73 
302614; LARANJA RESISTÊNCIA QUÍMICA 151-C ; 29,27 
302615; MARROM RESISTÊNCIA QUÍMICA 7595-C ; 33,03 
302616; VERMELHO RESISTÊNCIA QUÍMICA 188-C ; 36,23 
302617; ROXO RESISTÊNCIA QUÍMICA 2074-C ; 30,63 
302618; LILAS RESISTÊNCIA QUÍMICA 2613-C ; 52,50 
302619; VERDE RESISTÊNCIA QUÍMICA GREEN-C ; 33,94 
302620; VERDE RESISTÊNCIA QUÍMICA 3302-C ; 31,83 
302621; MARROM EXTERNO 7603-C ; 24,46 
302622; VERMELHO EXTERNO 7622-C ; 25,02 
302623; AZUL MONO EXTERNO 5395-C ; 26,15 
302624; AZUL MONO EXTERNO 7694-C ; 24,58 
302625; AZUL MONO EXTERNO 304-C ; 21,21 
302626;  LACA PRIMER BOPP METALIZADO - ACERTPLAST ;
302627; ROXO MONO LAM 690-C 17/31 ; 23,35 
302628; LARANJA MONO EXTERNO 2016-C ; 21,04 
302629; VERDE MONO EXTERNO 2255-C ; 21,99 
302630; VERMELHO RESISTÊNCIA QUÍMICA SANDELEH(AM) ; 39,42 
302631; AMARELO RESISTÊNCIA QUÍMICA SANDELEH (AM) ; 33,45 
302632; VERMELHO EXTERNO MIRAGUAI (P485) ; 30,26 
302633; MARROM LAM FINO GOSTO (P7631) ; 24,55 
302634; LARANJA LAM BIRBO (P021) ; 31,31 
302635; VERDE LAM BIRBO (P3262)   ; 24,42 
302636; LARANJA LAM BIRBO(P1505) ; 29,25 
302637; ROSA LAM BIRBO(P211) ; 43,48 
302638; AZUL LAM BIRBO(P298)  ; 19,73 
302639; ROSA LAM BIRBO (P169) ; 18,98 
302640; LARANJA LAM BIRBO(P7563) ; 24,89 
302641; AZUL LAM FAMIL(P660)  17/7 ; 27,47 
302642; VERMELHO LAM BIRBO(P186) ; 28,58 
302643; VERMELHO LAM BIRBO(P187) ; 27,77 
302644; AZUL RESISTÊNCIA QUÍMICA BIRBO(P2735) ; 54,58 
302645; LARANJA LAM FARMAXILIN(P021)  221 ; 29,75 
302646; VERDE LAM GIGAMIX(P7482) ; 24,24 
302647; VERDE LAM GIGAMIX(P356)  128 ; 24,29 
302648; VERDE LAM GIGAMIX(P367)  12/4 ; 22,24 
302649; CINZA MONO LAM 417-C 179 ; 24,37 
302650; CINZA LAM COOL GRAY 10-C  2/23 ; 22,66 
302651; ROSA EXTERNO LANGUIRU (P698) ; 21,11 
302652; VERMELHO LAM BRUSKY(P1795) ; 27,29 
302653; AZUL LAM BRUSKY(P300) ; 26,99 
302654; VINHO LAM PURE DOG(P188) ; 25,61 
302655; AZUL MONO EXTERNO 7693-C ; 31,79 
302656; LARANJA EXTERNO LACTOBOM (P151) ; 29,51 
302657; AZUL LAM EKOBOM(P306) ; 18,87 
302658; MARROM LAM PIEMONTE(P439) ; 24,64 
302659; MARROM EXTERNO NUTRELLA(P4655) ; 23,77 
302660; VERNIZ SELAGEM TESTE PÃO BIMBO ; 25,29 
302661; VERMELHO EXTERNO NUTRELLA (P186) ; 29,56 
302662; AZUL LAM RINTHY(P298) ; 20,30 
302663; VERDE LAM SALUS(P347) 65 ; 25,27 
302664; VERDE MONO LAM 321-C  12/39 ; 26,43 
302665; LARANJA LAM CBS(P158) 22/02 ; 27,15 
302666; ROSA MONO LAM 2044-C ; 19,23 
302667; VIOLETA MONO LAM 2355-C  241 ; 33,50 
302668; AMARELO LAM DAVÓ(AM) ; 27,41 
302669; AMARELO EXTERNO CHICKEN(P123) ; 28,64 
302670; VERDE EXTERNO CHICKEN (P355) ; 25,99 
302671; VERMELHO EXTERNO ATACAMA (P179) ; 27,31 
302672; AZUL MONO LAM 2975-C  5/4 ; 20,39 
302673; OURO LAM ONIX(P871) ; 29,97 
302674; OURO LAM TAPIOCA(P871)   ; 29,37 
302675; VERMELHO LAM TAPIOCA(P485)   ; 29,86 
302676; AZUL RESISTÊNCIA MIGRAÇÃO 2187-C 2 BOMBAS ; 24,49 
302677; AZUL LAM DELARROZ(P2736) ; 36,87 
302678; AMARELO EXTERNO ARTESANO(P7508) ; 21,88 
302679; AZUL LAM EKOBOM(P2767) 12/6 ; 33,65 
302680; LARANJA LAM EKOBOM(P151) ; 28,39 
302681; VERDE RESISTÊNCIA QUÍMICA 7741-C ; 27,31 
302682; VERDE LAM NUTRIMENTAL(P361) ; 25,93 
302683; LARANJA LAM VITARROZ(P158) ; 27,74 
302684; VERMELHO LAM NUTRIMENTAL(P711) ; 26,28 
302685; LARANJA LAM NUTRIMENTAL(P716)  19/2 ; 29,75 
302686; VERDE LAM IMPACTO(P356) ; 27,26 
302687; AZUL RESISTÊNCIA QUÍMICA 3035-C ; 35,35 
302688; AZUL RESISTÊNCIA QUÍMICA 7704-C ; 33,76 
302689; LARANJA LAM VÓ NEUZA(P021) ; 29,97 
302690; AMARELO EXTERNO SUPRA(P1345) ; 24,13 
302691; AZUL LAM LUNEPAN(P286) ; 36,13 
302692; VERMELHO EXTERNO ALISUL(P186) ; 30,03 
302693; VINHO LAM PIG BRANCO 7427-C 3/42 ; 24,47 
302694; CREME MONO LAM 726-C 14/35 ; 19,48 
302695; VERDE MONO LAM 2410-C   96 ; 23,85 
302696; VERDE MONO LAM 5535-C  3/27 ; 26,03 
302697; AZUL MONO LAM 2104-C ; 35,96 
302698; AZUL MONO LAM 273-C ; 25,16 
302699; AZUL LAM DONA ANA(REFLEX BLUE) ; 41,22 
302700; VERMELHO LAM TRUSTY(P7427) ; 29,33 
302701; VERMELHO LAM PIG BRANCO 200-C  14/34 ; 27,79 
302702; LILAS EXTERNO 12 GRÃOS PLUS VITTA(P2597) ; 61,78 
302703; ROSA RESISTÊNCIA QUÍMICA 1915-C ; 21,18 
302704; VINHO RESISTÊNCIA QUÍMICA 7435-C ; 34,56 
302705; VERDE MONO LAM 3242-C  19/7 ; 19,60 
302706; AZUL LAM TRUSTY CAT(072) ; 40,85 
302707; VERMELHO LAM VALORE(P186)   ; 26,99 
